Icon,Code,Name,Icon ,Code ,Name 
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/fan.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/fan.svg)"></span>, <code>E210</code>, fan, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/music.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/music.svg)"></span>, <code>E75A</code>, music
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/fountain.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/fountain.svg)"></span>, <code>E96B</code>, fountain, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/pause.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/pause.svg)"></span>, <code>E3E4</code>, pause
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/fridge-outline.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/fridge-outline.svg)"></span>, <code>E28F</code>, fridge-outline, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/play.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/play.svg)"></span>, <code>E40A</code>, play
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/kettle.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/kettle.svg)"></span>, <code>E5FA</code>, kettle, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/repeat.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/repeat.svg)"></span>, <code>E456</code>, repeat
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/laptop.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/laptop.svg)"></span>, <code>E322</code>, laptop, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/repeat-off.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/repeat-off.svg)"></span>, <code>E457</code>, repeat-off
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/microwave.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/microwave.svg)"></span>, <code>EC99</code>, microwave, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/repeat-once.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/repeat-once.svg)"></span>, <code>E458</code>, repeat-once
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/recycle-variant.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/recycle-variant.svg)"></span>, <code>F39D</code>, recycle-variant , <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/shuffle.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/shuffle.svg)"></span>, <code>E49D</code>, shuffle
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/robot-mower-outline.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/robot-mower-outline.svg)"></span>, <code>F1F3</code>, robot-mower-outline, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/shuffle-disabled.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/shuffle-disabled.svg)"></span>, <code>E49E</code>, shuffle-disabled
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/robot-vacuum.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/robot-vacuum.svg)"></span>, <code>E70D</code>, robot-vacuum, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/skip-next.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/skip-next.svg)"></span>, <code>E4AD</code>, skip-next
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/stove.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/stove.svg)"></span>, <code>E4DE</code>, stove, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/skip-previous.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/skip-previous.svg)"></span>, <code>E4AE</code>, skip-previous
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/television.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/television.svg)"></span>, <code>E502</code>, television, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/speaker.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/speaker.svg)"></span>, <code>E4C3</code>, speaker
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/trash-can-outline.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/trash-can-outline.svg)"></span>, <code>EA7A</code>, trash-can-outline, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/stop.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/stop.svg)"></span>, <code>E4DB</code>, stop
<span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/tumble-dryer.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/tumble-dryer.svg)"></span>, <code>E917</code>, tumble-dryer, <span class="mdi-icon" style="mask:url(../../assets/svgs/materialdesign/svg/volume-high.svg);-webkit-mask-box-image:url(../../assets/svgs/materialdesign/svg/volume-high.svg)"></span>, <code>E57E</code>, volume-high
